FID IID PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10
NBB_S90081 NBB_S90081 -0.0069 -0.0086 0.0014 -0.0051 -0.0172 -0.0139 -0.0019 0.0184 0.0040 -0.0092
NBB_S90098 NBB_S90098 -0.0091 -0.0082 -0.0056 -0.0074 -0.0057 -0.0160 0.0061 0.0280 -0.0117 -0.0172
NBB_S90119 NBB_S90119 -0.0046 -0.0032 -0.0015 0.0039 -0.0171 -0.0135 -0.0036 -0.0159 0.0242 -0.0083
NBB_S90120 NBB_S90120 -0.0143 -0.0110 0.0007 0.0083 -0.0078 -0.0173 0.0133 -0.0112 0.0260 -0.0232
NBB_S90129 NBB_S90129 -0.0112 -0.0061 0.0055 -0.0029 -0.0178 -0.0161 -0.0096 0.0316 -0.0008 -0.0182
NBB_S90139 NBB_S90139 -0.0152 -0.0057 0.0014 -0.0119 -0.0147 -0.0117 0.0042 0.0134 -0.0134 -0.0031
NBB_S90146 NBB_S90146 -0.0166 -0.0058 -0.0020 -0.0005 -0.0189 -0.0073 0.0062 0.0156 0.0148 -0.0198
NBB_S90167 NBB_S90167 -0.0120 -0.0065 -0.0005 -0.0002 -0.0133 0.0074 0.0079 -0.0043 0.0025 -0.0026
NBB_S90174 NBB_S90174 -0.0145 -0.0074 -0.0052 -0.0057 -0.0148 0.0001 0.0153 0.0314 0.0053 -0.0350
NBB_S90188 NBB_S90188 -0.0237 -0.0123 0.0007 0.0002 -0.0252 -0.0173 0.0242 0.0373 0.0488 -0.0398
NBB_S90189 NBB_S90189 -0.0245 -0.0027 -0.0008 -0.0036 -0.0162 -0.0101 0.0105 0.0299 0.0146 -0.0098
NBB_S90191 NBB_S90191 -0.0192 -0.0086 0.0021 -0.0046 -0.0055 0.0033 -0.0178 0.0122 0.0309 -0.0354
NBB_S90202 NBB_S90202 -0.0107 -0.0056 0.0007 0.0059 -0.0284 0.0235 -0.0165 0.0246 0.0039 -0.0350
NBB_S90203 NBB_S90203 -0.0075 -0.0108 -0.0059 0.0053 -0.0069 -0.0010 -0.0054 -0.0008 -0.0004 -0.0043
NBB_S90204 NBB_S90204 -0.0068 -0.0078 -0.0047 0.0113 -0.0227 -0.0087 -0.0121 0.0140 -0.0013 -0.0182
NBB_S90205 NBB_S90205 -0.0042 -0.0092 -0.0032 -0.0029 -0.0124 -0.0242 -0.0200 0.0374 0.0069 -0.0251
NBB_S90206 NBB_S90206 -0.0052 -0.0026 -0.0029 -0.0004 -0.0254 -0.0078 0.0066 -0.0079 0.0282 -0.0182
NBB_S90218 NBB_S90218 -0.0120 -0.0103 -0.0005 0.0048 -0.0005 0.0038 -0.0053 0.0094 0.0072 -0.0028
NBB_S90262 NBB_S90262 -0.0147 -0.0062 -0.0007 0.0142 0.0009 -0.0147 0.0113 0.0033 0.0362 -0.0143
NBB_S90345 NBB_S90345 -0.0127 -0.0064 -0.0108 0.0038 -0.0076 -0.0048 0.0188 0.0070 0.0110 -0.0143
NBB_S91010 NBB_S91010 -0.0107 -0.0058 -0.0020 -0.0099 -0.0211 -0.0059 -0.0019 0.0136 0.0212 -0.0062
NBB_S91038 NBB_S91038 -0.0065 -0.0073 -0.0050 0.0133 -0.0075 -0.0109 -0.0017 0.0027 0.0176 0.0273
NBB_S91045 NBB_S91045 -0.0217 -0.0086 -0.0054 0.0008 -0.0203 -0.0085 0.0111 0.0060 0.0147 -0.0347
NBB_S91046 NBB_S91046 -0.0190 -0.0053 -0.0058 0.0058 -0.0321 -0.0095 0.0205 0.0225 0.0290 -0.0255
NBB_S91051 NBB_S91051 -0.0134 -0.0106 0.0007 -0.0038 -0.0054 0.0045 0.0091 0.0189 0.0181 -0.0469
NBB_S91058 NBB_S91058 -0.0219 -0.0036 -0.0035 -0.0077 -0.0313 -0.0169 -0.0048 0.0068 0.0362 -0.0113
NBB_S91077 NBB_S91077 -0.0084 -0.0071 -0.0049 0.0045 -0.0200 -0.0028 0.0111 0.0107 0.0132 -0.0122
NBB_S91079 NBB_S91079 -0.0179 -0.0020 -0.0001 -0.0001 -0.0125 -0.0183 0.0155 0.0121 0.0284 -0.0051
NBB_S91084 NBB_S91084 -0.0163 -0.0111 -0.0031 -0.0114 -0.0140 -0.0004 -0.0043 0.0084 -0.0157 -0.0178
NBB_S91089 NBB_S91089 -0.0135 -0.0060 0.0013 -0.0024 -0.0052 -0.0182 0.0018 0.0082 0.0179 -0.0241
NBB_S91091 NBB_S91091 -0.0137 -0.0023 -0.0013 0.0053 -0.0223 -0.0208 -0.0017 0.0089 -0.0154 -0.0074
NBB_S91092 NBB_S91092 -0.0148 -0.0066 -0.0021 -0.0006 -0.0217 -0.0296 0.0097 0.0255 0.0004 -0.0215
NBB_S91118 NBB_S91118 -0.0154 -0.0063 -0.0122 0.0031 -0.0153 -0.0038 -0.0046 0.0053 -0.0016 -0.0146
NBB_S91138 NBB_S91138 -0.0042 -0.0038 -0.0052 -0.0015 -0.0199 -0.0077 0.0075 -0.0131 -0.0133 -0.0462
NBB_S91148 NBB_S91148 -0.0120 -0.0092 -0.0021 0.0015 -0.0250 -0.0090 0.0120 0.0081 0.0173 -0.0196
NBB_S91158 NBB_S91158 -0.0031 -0.0056 -0.0078 -0.0065 -0.0083 0.0216 0.0072 0.0018 -0.0252 -0.0379
NBB_S91172 NBB_S91172 -0.0173 -0.0103 0.0049 -0.0010 -0.0245 0.0024 0.0130 0.0128 -0.0043 -0.0075
NBB_S91179 NBB_S91179 -0.0110 -0.0093 -0.0039 -0.0036 -0.0203 -0.0072 0.0118 0.0111 0.0144 -0.0204
NBB_S91204 NBB_S91204 -0.0066 -0.0081 -0.0019 -0.0112 -0.0048 -0.0017 0.0194 0.0272 0.0016 -0.0197
NBB_S91209 NBB_S91209 -0.0215 -0.0072 -0.0002 -0.0015 -0.0226 -0.0260 0.0022 0.0213 0.0354 -0.0393
NBB_S91230 NBB_S91230 -0.0199 -0.0015 -0.0115 0.0099 -0.0265 -0.0195 0.0059 0.0182 0.0165 -0.0168
NBB_S91248 NBB_S91248 0.0199 -0.0010 -0.0177 0.0014 -0.0223 -0.0033 -0.0019 0.0071 -0.0082 0.0205
NBB_S91271 NBB_S91271 -0.0212 -0.0108 -0.0100 -0.0074 -0.0223 -0.0097 0.0047 0.0210 0.0070 -0.0119
NBB_S91272 NBB_S91272 -0.0197 -0.0126 0.0100 0.0002 -0.0111 -0.0132 0.0152 0.0338 0.0307 -0.0058
NBB_S91290 NBB_S91290 -0.0080 -0.0082 -0.0022 -0.0010 -0.0238 -0.0091 0.0134 0.0055 0.0054 -0.0329
NBB_S91292 NBB_S91292 -0.0136 -0.0091 -0.0034 -0.0001 -0.0236 -0.0094 0.0145 0.0054 -0.0137 -0.0014
NBB_S91303 NBB_S91303 -0.0110 -0.0156 -0.0018 0.0057 -0.0085 -0.0111 0.0132 0.0145 -0.0027 -0.0294
NBB_S91319 NBB_S91319 -0.0156 -0.0091 0.0026 0.0018 -0.0182 -0.0025 0.0030 0.0239 0.0303 -0.0299
NBB_S92001 NBB_S92001 -0.0107 -0.0071 -0.0014 0.0055 0.0019 -0.0221 -0.0058 0.0144 -0.0336 -0.0250
NBB_S92015 NBB_S92015 0.0100 -0.0100 -0.0121 -0.0007 -0.0222 -0.0048 0.0133 0.0138 0.0074 -0.0078
NBB_S92066 NBB_S92066 -0.0075 -0.0036 -0.0051 0.0020 -0.0035 -0.0036 0.0088 -0.0002 -0.0012 -0.0402
NBB_S92067 NBB_S92067 -0.0181 -0.0131 -0.0056 0.0035 -0.0261 -0.0065 0.0198 0.0196 0.0286 -0.0176
NBB_S92102 NBB_S92102 -0.0175 -0.0018 0.0005 -0.0064 -0.0126 0.0006 -0.0030 0.0208 0.0113 -0.0192
NBB_S92118 NBB_S92118 -0.0142 -0.0058 -0.0031 0.0010 -0.0110 0.0055 -0.0004 0.0126 0.0024 -0.0046
NBB_S92132 NBB_S92132 -0.0075 -0.0047 0.0005 0.0009 -0.0159 0.0168 -0.0071 0.0320 0.0255 -0.0524
NBB_S92143 NBB_S92143 -0.0082 -0.0058 -0.0019 -0.0082 -0.0388 -0.0022 0.0086 0.0229 -0.0106 -0.0414
NBB_S92204 NBB_S92204 0.0433 -0.0021 -0.0156 -0.0128 -0.0203 0.0026 0.0146 -0.0187 -0.0204 -0.0261
NBB_S92228 NBB_S92228 -0.0123 -0.0029 -0.0009 0.0022 -0.0184 -0.0011 0.0092 0.0261 -0.0298 -0.0111
NBB_S92249 NBB_S92249 0.0234 -0.0084 -0.0089 0.0061 -0.0149 -0.0175 0.0044 0.0099 0.0283 -0.0185
NBB_S92263 NBB_S92263 -0.0077 -0.0100 -0.0064 -0.0013 -0.0225 -0.0146 0.0026 0.0124 0.0030 -0.0170
NBB_S92332 NBB_S92332 -0.0165 -0.0046 -0.0122 -0.0054 -0.0127 -0.0082 0.0218 0.0373 0.0234 -0.0497
NBB_S92344 NBB_S92344 0.0024 0.0097 -0.0014 -0.0104 -0.0048 0.0918 0.0012 0.0246 0.0158 -0.0550
NBB_S92347 NBB_S92347 -0.0072 -0.0058 -0.0048 0.0064 -0.0086 -0.0155 0.0249 0.0042 0.0012 -0.0199
NBB_S92356 NBB_S92356 -0.0131 -0.0091 -0.0052 0.0038 -0.0220 -0.0090 0.0157 -0.0037 0.0036 -0.0343
NBB_S92363 NBB_S92363 -0.0107 -0.0034 -0.0001 0.0016 -0.0249 -0.0281 0.0007 0.0149 0.0174 -0.0055
NBB_S93001 NBB_S93001 -0.0130 -0.0074 -0.0001 0.0111 -0.0212 -0.0052 0.0107 0.0109 -0.0135 -0.0068
NBB_S93015 NBB_S93015 -0.0127 -0.0050 -0.0040 0.0027 -0.0028 -0.0173 -0.0115 -0.0142 0.0363 -0.0253
NBB_S93020 NBB_S93020 -0.0120 -0.0063 0.0028 -0.0018 -0.0250 -0.0221 -0.0062 0.0096 0.0051 -0.0163
NBB_S93022 NBB_S93022 -0.0091 -0.0117 -0.0013 -0.0040 -0.0097 -0.0091 0.0046 -0.0027 0.0230 -0.0043
NBB_S93031 NBB_S93031 -0.0159 -0.0058 -0.0041 0.0052 -0.0229 -0.0107 0.0119 0.0119 -0.0195 0.0052
NBB_S93057 NBB_S93057 -0.0135 -0.0096 -0.0013 0.0007 -0.0222 -0.0128 -0.0146 0.0051 0.0101 -0.0337
NBB_S93077 NBB_S93077 -0.0220 -0.0069 0.0039 0.0050 -0.0167 -0.0008 0.0113 0.0273 0.0155 -0.0115
NBB_S93104 NBB_S93104 -0.0151 -0.0088 -0.0015 -0.0051 -0.0066 -0.0132 0.0024 0.0229 -0.0007 -0.0235
NBB_S93105 NBB_S93105 -0.0150 -0.0050 -0.0036 -0.0114 -0.0279 -0.0193 0.0282 0.0308 0.0275 -0.0310
NBB_S93166 NBB_S93166 -0.0173 -0.0035 -0.0037 0.0066 -0.0143 -0.0130 0.0023 0.0319 0.0297 -0.0397
NBB_S93225 NBB_S93225 -0.0119 -0.0092 -0.0009 0.0034 -0.0091 0.0025 0.0046 -0.0204 0.0111 -0.0204
NBB_S93236 NBB_S93236 -0.0126 -0.0114 -0.0070 -0.0026 -0.0162 -0.0142 0.0015 0.0123 -0.0147 -0.0430
NBB_S93308 NBB_S93308 -0.0110 -0.0079 -0.0074 -0.0040 -0.0224 -0.0077 0.0141 -0.0013 0.0099 -0.0186
NBB_S94004 NBB_S94004 -0.0131 -0.0084 -0.0001 -0.0031 -0.0191 -0.0164 -0.0094 0.0115 0.0261 -0.0141
NBB_S94021 NBB_S94021 -0.0086 -0.0032 0.0011 -0.0048 -0.0015 0.0167 0.0023 0.0275 0.0143 -0.0374
NBB_S94028 NBB_S94028 -0.0117 -0.0052 0.0031 0.0066 -0.0104 -0.0221 0.0009 0.0190 -0.0056 -0.0432
NBB_S94036 NBB_S94036 -0.0031 -0.0048 0.0082 0.0038 -0.0276 0.0086 -0.0034 -0.0053 -0.0105 -0.0131
NBB_S94064 NBB_S94064 -0.0127 -0.0076 0.0080 0.0095 -0.0125 0.0027 0.0126 0.0587 0.0086 -0.0033
NBB_S94065 NBB_S94065 -0.0182 -0.0109 -0.0038 -0.0052 -0.0018 -0.0128 0.0009 0.0030 -0.0115 0.0016
NBB_S94068 NBB_S94068 -0.0155 -0.0056 -0.0073 0.0006 -0.0096 0.0040 0.0205 0.0115 0.0253 -0.0124
NBB_S94075 NBB_S94075 -0.0082 0.0031 -0.0049 -0.0026 -0.0203 0.0322 0.0158 0.0476 -0.0063 -0.0584
NBB_S94098 NBB_S94098 -0.0107 -0.0076 -0.0044 0.0057 -0.0210 0.0035 -0.0049 0.0023 0.0251 -0.0144
NBB_S94104 NBB_S94104 -0.0133 -0.0076 -0.0059 -0.0084 -0.0210 -0.0034 0.0056 -0.0007 0.0161 -0.0156
NBB_S94116 NBB_S94116 -0.0157 -0.0096 -0.0051 -0.0032 -0.0225 -0.0163 0.0193 0.0176 0.0190 -0.0354
NBB_S94118 NBB_S94118 -0.0106 -0.0026 -0.0005 -0.0005 -0.0277 -0.0136 0.0217 0.0017 -0.0090 -0.0258
NBB_S94133 NBB_S94133 -0.0101 -0.0035 -0.0060 0.0055 -0.0228 0.0042 0.0078 0.0165 0.0083 -0.0200
NBB_S94180 NBB_S94180 -0.0171 -0.0095 -0.0079 -0.0020 -0.0179 -0.0106 0.0097 0.0210 0.0061 -0.0235
NBB_S94191 NBB_S94191 -0.0156 -0.0049 -0.0005 -0.0049 -0.0210 -0.0031 0.0036 -0.0013 0.0164 -0.0325
NBB_S94192 NBB_S94192 -0.0137 -0.0101 0.0061 -0.0029 -0.0124 -0.0129 0.0051 -0.0077 0.0246 -0.0191
NBB_S94198 NBB_S94198 -0.0143 -0.0107 -0.0017 0.0022 -0.0045 -0.0056 0.0163 0.0079 0.0024 -0.0074
NBB_S94210 NBB_S94210 -0.0214 -0.0034 -0.0048 -0.0062 -0.0175 -0.0002 -0.0055 0.0282 0.0050 -0.0282
NBB_S94211 NBB_S94211 -0.0107 -0.0095 -0.0093 -0.0049 -0.0193 -0.0113 0.0044 0.0177 0.0096 -0.0399
NBB_S94220 NBB_S94220 -0.0171 -0.0066 0.0043 0.0013 -0.0286 -0.0146 -0.0080 0.0228 0.0058 0.0063
NBB_S94239 NBB_S94239 -0.0177 -0.0065 -0.0019 0.0050 -0.0166 -0.0193 0.0234 0.0581 0.0280 0.0025
NBB_S94282 NBB_S94282 -0.0002 -0.0059 -0.0021 -0.0029 -0.0129 -0.0233 0.0026 0.0003 0.0161 -0.0147
NBB_S94285 NBB_S94285 -0.0175 -0.0125 0.0029 -0.0002 -0.0200 -0.0057 0.0063 0.0066 0.0245 -0.0324
NBB_S94324 NBB_S94324 -0.0193 -0.0073 -0.0047 0.0015 -0.0152 -0.0122 -0.0010 0.0171 0.0214 -0.0286
NBB_S94329 NBB_S94329 -0.0044 0.0072 0.0060 0.0008 -0.0191 0.0410 0.0102 0.0330 0.0069 -0.0387
NBB_S94338 NBB_S94338 -0.0110 -0.0034 -0.0018 -0.0019 -0.0256 -0.0029 0.0095 0.0215 0.0152 -0.0195
NBB_S94341 NBB_S94341 -0.0146 -0.0080 -0.0003 -0.0036 -0.0134 -0.0004 0.0118 0.0199 0.0071 -0.0227
NBB_S95017 NBB_S95017 -0.0134 -0.0044 -0.0027 -0.0080 -0.0159 -0.0123 0.0018 0.0026 0.0089 -0.0203
NBB_S95019 NBB_S95019 -0.0071 0.0161 0.0083 -0.0108 -0.0278 0.0569 0.0062 0.0497 0.0094 -0.0455
NBB_S95052 NBB_S95052 -0.0151 -0.0056 -0.0017 0.0010 -0.0225 0.0052 -0.0034 0.0034 -0.0041 0.0045
NBB_S95054 NBB_S95054 -0.0166 -0.0048 -0.0118 -0.0114 -0.0182 -0.0159 0.0205 0.0014 0.0232 -0.0010
NBB_S95056 NBB_S95056 -0.0134 -0.0027 0.0031 -0.0081 -0.0157 -0.0149 0.0136 0.0230 0.0251 -0.0480
NBB_S95076 NBB_S95076 -0.0189 -0.0083 -0.0018 -0.0060 -0.0249 -0.0015 0.0161 0.0230 0.0280 -0.0249
NBB_S95077 NBB_S95077 -0.0153 -0.0004 0.0009 -0.0051 -0.0262 0.0044 0.0091 0.0017 0.0041 -0.0273
NBB_S95110 NBB_S95110 -0.0075 -0.0060 0.0151 0.0076 -0.0216 0.0021 0.0001 0.0073 0.0153 -0.0075
NBB_S95113 NBB_S95113 -0.0187 -0.0011 0.0047 -0.0084 -0.0182 0.0020 0.0086 0.0166 0.0165 -0.0438
NBB_S95132 NBB_S95132 -0.0112 -0.0078 -0.0011 -0.0032 -0.0135 -0.0118 0.0100 0.0213 0.0026 -0.0175
NBB_S95162 NBB_S95162 -0.0147 -0.0024 -0.0049 -0.0063 -0.0102 -0.0086 0.0016 0.0008 0.0074 -0.0310
NBB_S95192 NBB_S95192 -0.0157 -0.0079 -0.0028 0.0031 -0.0312 -0.0042 0.0031 0.0282 0.0082 0.0030
NBB_S95202 NBB_S95202 -0.0097 -0.0107 -0.0054 -0.0079 -0.0264 -0.0119 0.0050 0.0141 -0.0083 -0.0262
NBB_S95223 NBB_S95223 -0.0119 -0.0097 -0.0119 -0.0068 -0.0149 -0.0086 -0.0002 0.0094 -0.0030 -0.0179
NBB_S95228 NBB_S95228 -0.0115 -0.0092 0.0112 0.0081 -0.0157 0.0186 0.0043 0.0153 -0.0203 -0.0361
NBB_S95240 NBB_S95240 -0.0179 -0.0083 -0.0049 -0.0079 -0.0160 -0.0191 0.0084 0.0037 0.0258 -0.0115
NBB_S95249 NBB_S95249 -0.0074 -0.0114 -0.0015 -0.0087 -0.0069 -0.0121 0.0102 -0.0143 0.0123 0.0081
NBB_S95277 NBB_S95277 0.0016 -0.0089 -0.0024 0.0100 -0.0194 -0.0155 -0.0076 -0.0000 0.0191 -0.0134
NBB_S95283 NBB_S95283 0.0103 0.0017 0.0581 0.0740 -0.0349 0.0039 0.0208 0.0018 0.0257 0.0059
NBB_S95307 NBB_S95307 -0.0139 -0.0067 -0.0018 0.0041 -0.0307 -0.0010 0.0158 0.0127 0.0117 -0.0243
NBB_S95328 NBB_S95328 -0.0132 -0.0063 0.0026 0.0021 -0.0231 0.0073 -0.0140 0.0175 0.0148 0.0023
NBB_S95354 NBB_S95354 -0.0165 -0.0059 -0.0025 0.0039 -0.0261 -0.0066 -0.0007 -0.0013 0.0035 -0.0334
NBB_S96030 NBB_S96030 -0.0088 -0.0052 -0.0044 0.0033 -0.0260 0.0077 0.0124 0.0166 0.0103 -0.0207
NBB_S96037 NBB_S96037 -0.0143 -0.0116 -0.0056 -0.0090 -0.0237 -0.0116 0.0038 0.0262 -0.0125 -0.0332
NBB_S96049 NBB_S96049 -0.0108 0.0030 -0.0050 0.0007 -0.0130 -0.0118 0.0085 0.0061 0.0141 -0.0451
NBB_S96052 NBB_S96052 -0.0052 -0.0058 0.0076 -0.0009 -0.0057 -0.0143 0.0127 0.0067 -0.0134 -0.0256
NBB_S96132 NBB_S96132 -0.0149 -0.0114 0.0110 -0.0064 -0.0225 -0.0072 -0.0075 0.0205 0.0081 -0.0266
NBB_S96148 NBB_S96148 -0.0004 0.0041 0.0326 -0.0107 0.0358 0.0482 0.0527 0.0483 0.0851 -0.0776
NBB_S96149 NBB_S96149 0.0428 0.0151 0.1291 0.1392 -0.0446 -0.0008 0.0116 -0.0150 0.0547 0.0239
NBB_S96206 NBB_S96206 -0.0078 -0.0074 0.0083 -0.0035 -0.0075 -0.0298 -0.0029 -0.0019 -0.0129 -0.0080
NBB_S96238 NBB_S96238 -0.0168 -0.0118 -0.0044 0.0026 -0.0258 -0.0115 0.0015 -0.0017 0.0149 -0.0179
NBB_S96249 NBB_S96249 -0.0103 -0.0059 0.0090 -0.0014 -0.0122 -0.0026 -0.0111 0.0123 0.0035 -0.0113
NBB_S96266 NBB_S96266 -0.0149 -0.0044 -0.0073 -0.0008 -0.0228 -0.0029 -0.0074 -0.0023 0.0002 -0.0313
NBB_S96317 NBB_S96317 -0.0134 -0.0064 -0.0090 0.0051 -0.0232 -0.0270 -0.0038 -0.0013 -0.0029 -0.0309
NBB_S96332 NBB_S96332 -0.0096 -0.0071 -0.0015 -0.0178 -0.0258 -0.0176 0.0019 0.0039 -0.0045 -0.0194
NBB_S96365 NBB_S96365 -0.0041 -0.0090 -0.0018 0.0145 -0.0068 -0.0005 0.0093 -0.0054 -0.0003 -0.0131
NBB_S96373 NBB_S96373 -0.0028 -0.0002 -0.0001 -0.0067 -0.0094 0.0084 -0.0003 0.0093 0.0026 -0.0192
NBB_S97004 NBB_S97004 -0.0093 -0.0073 -0.0037 0.0008 -0.0222 -0.0268 0.0237 -0.0018 0.0008 0.0050
NBB_S97009 NBB_S97009 -0.0152 -0.0094 -0.0039 -0.0060 -0.0231 -0.0051 0.0003 0.0087 0.0182 -0.0147
NBB_S97013 NBB_S97013 -0.0109 -0.0122 -0.0020 0.0009 -0.0246 -0.0137 0.0031 -0.0001 -0.0062 -0.0137
NBB_S97035 NBB_S97035 -0.0145 -0.0096 -0.0003 -0.0078 -0.0167 0.0006 -0.0024 0.0047 -0.0087 -0.0398
NBB_S97038 NBB_S97038 -0.0141 -0.0042 -0.0022 0.0060 -0.0091 -0.0089 -0.0076 -0.0026 0.0100 -0.0266
NBB_S97039 NBB_S97039 0.0003 -0.0064 -0.0078 -0.0031 -0.0266 -0.0186 0.0051 -0.0200 -0.0364 -0.0322
NBB_S97045 NBB_S97045 0.1078 -0.0073 -0.0323 -0.0133 -0.0139 0.0096 0.0209 0.0306 0.0270 -0.0098
NBB_S97061 NBB_S97061 -0.0191 -0.0069 0.0090 -0.0121 -0.0226 -0.0217 0.0049 0.0211 0.0297 -0.0239
NBB_S97096 NBB_S97096 -0.0078 -0.0045 -0.0079 -0.0167 -0.0131 -0.0003 0.0006 0.0014 0.0030 -0.0107
NBB_S97109 NBB_S97109 -0.0130 -0.0090 0.0014 -0.0029 0.0004 -0.0148 0.0039 0.0085 0.0256 -0.0099
NBB_S97122 NBB_S97122 -0.0056 -0.0058 -0.0014 -0.0075 -0.0004 -0.0079 -0.0112 0.0284 -0.0036 -0.0200
NBB_S97126 NBB_S97126 -0.0094 -0.0054 -0.0120 -0.0032 -0.0196 -0.0130 0.0070 0.0001 0.0051 -0.0202
NBB_S97131 NBB_S97131 -0.0122 -0.0017 -0.0021 -0.0066 -0.0131 -0.0252 0.0020 0.0253 0.0063 -0.0271
NBB_S97133 NBB_S97133 -0.0207 -0.0062 -0.0028 -0.0062 -0.0163 0.0068 0.0031 0.0250 0.0084 -0.0345
NBB_S97154 NBB_S97154 -0.0087 -0.0094 -0.0017 -0.0099 -0.0225 -0.0028 0.0129 0.0106 0.0058 -0.0118
NBB_S97168 NBB_S97168 -0.0085 -0.0075 -0.0161 0.0009 -0.0298 -0.0111 -0.0078 0.0185 0.0115 -0.0022
NBB_S97180 NBB_S97180 -0.0137 -0.0110 -0.0046 -0.0024 -0.0085 -0.0099 0.0154 0.0050 0.0105 -0.0277
NBB_S97185 NBB_S97185 -0.0139 -0.0116 -0.0025 0.0016 -0.0117 -0.0031 0.0137 0.0302 0.0069 -0.0251
NBB_S97190 NBB_S97190 -0.0134 -0.0103 -0.0087 -0.0021 -0.0252 -0.0187 0.0065 0.0018 -0.0032 -0.0045
NBB_S97198 NBB_S97198 -0.0127 -0.0093 0.0061 0.0015 0.0122 -0.0228 0.0011 0.0361 0.0095 -0.0508
NBB_S97218 NBB_S97218 -0.0147 -0.0095 -0.0035 -0.0015 -0.0170 -0.0092 0.0147 0.0342 0.0035 -0.0164
NBB_S97220 NBB_S97220 -0.0126 -0.0073 -0.0012 0.0019 -0.0333 -0.0184 -0.0022 0.0165 0.0108 -0.0307
NBB_S97221 NBB_S97221 -0.0178 -0.0074 0.0052 -0.0021 -0.0144 0.0036 0.0138 0.0305 0.0186 -0.0285
NBB_S97235 NBB_S97235 -0.0121 -0.0046 -0.0081 -0.0047 -0.0225 -0.0189 0.0118 0.0189 0.0066 -0.0040
NBB_S97240 NBB_S97240 -0.0160 -0.0099 -0.0005 0.0029 -0.0188 -0.0126 0.0051 0.0304 0.0037 0.0063
NBB_S97244 NBB_S97244 -0.0103 -0.0047 -0.0071 -0.0030 -0.0070 -0.0094 0.0007 0.0000 0.0053 -0.0010
NBB_S97259 NBB_S97259 -0.0152 -0.0114 0.0074 0.0048 -0.0132 -0.0025 -0.0049 0.0025 0.0077 0.0099
NBB_S97261 NBB_S97261 -0.0180 -0.0069 0.0065 -0.0090 -0.0236 0.0004 0.0086 0.0090 0.0109 -0.0002
NBB_S97266 NBB_S97266 -0.0091 -0.0136 -0.0050 -0.0009 -0.0111 -0.0211 -0.0007 0.0170 -0.0275 -0.0448
NBB_S97270 NBB_S97270 -0.0157 -0.0097 -0.0081 0.0093 -0.0123 -0.0128 -0.0059 0.0079 0.0109 -0.0098
NBB_S97272 NBB_S97272 -0.0188 -0.0046 0.0051 -0.0053 -0.0059 -0.0095 -0.0051 0.0122 0.0084 -0.0340
NBB_S97284 NBB_S97284 -0.0074 -0.0104 -0.0084 -0.0025 -0.0104 -0.0147 0.0046 0.0039 -0.0067 -0.0058
NBB_S97287 NBB_S97287 -0.0148 -0.0139 -0.0023 0.0025 -0.0090 -0.0157 -0.0015 0.0171 0.0063 -0.0210
NBB_S97297 NBB_S97297 -0.0147 -0.0082 -0.0085 -0.0065 -0.0264 -0.0030 0.0127 0.0184 0.0246 -0.0557
NBB_S97309 NBB_S97309 -0.0099 -0.0079 -0.0059 0.0101 0.0012 -0.0131 0.0006 -0.0053 0.0090 -0.0471
NBB_S97312 NBB_S97312 -0.0128 -0.0089 -0.0059 -0.0009 -0.0038 -0.0090 -0.0030 0.0170 0.0087 -0.0089
NBB_S97318 NBB_S97318 -0.0157 -0.0086 0.0008 -0.0029 -0.0213 0.0051 -0.0138 0.0201 0.0253 -0.0151
NBB_S97333 NBB_S97333 -0.0067 -0.0061 -0.0032 -0.0051 -0.0166 0.0075 0.0104 0.0216 0.0088 -0.0316
NBB_S97337 NBB_S97337 -0.0156 -0.0081 -0.0029 -0.0034 -0.0084 -0.0026 -0.0034 0.0082 0.0021 -0.0143
NBB_S97349 NBB_S97349 0.0003 -0.0072 -0.0051 0.0008 -0.0255 -0.0056 -0.0017 0.0220 -0.0021 -0.0153
NBB_S97355 NBB_S97355 -0.0141 -0.0080 -0.0038 0.0001 -0.0093 -0.0281 -0.0073 0.0108 0.0221 -0.0165
NBB_S97366 NBB_S97366 -0.0057 -0.0079 0.0023 -0.0008 0.0010 -0.0072 0.0033 -0.0039 0.0261 -0.0008
NBB_S97368 NBB_S97368 -0.0085 -0.0026 -0.0064 -0.0093 -0.0265 0.0040 0.0093 -0.0131 0.0200 -0.0348
NBB_S97382 NBB_S97382 -0.0089 -0.0066 -0.0038 -0.0022 -0.0104 -0.0047 0.0007 0.0110 -0.0038 0.0065
NBB_S97387 NBB_S97387 -0.0142 -0.0084 0.0105 0.0126 -0.0315 -0.0083 -0.0024 0.0383 0.0042 -0.0234
NBB_S97389 NBB_S97389 -0.0178 -0.0046 0.0017 -0.0003 -0.0217 -0.0177 0.0110 0.0351 0.0137 -0.0145
NBB_S97400 NBB_S97400 -0.0089 -0.0071 -0.0035 0.0015 -0.0175 -0.0026 0.0007 -0.0122 -0.0025 -0.0160
NBB_S98014 NBB_S98014 -0.0024 0.0109 0.0029 -0.0095 -0.0324 0.0874 -0.0263 0.0463 0.0663 -0.0356
NBB_S98018 NBB_S98018 -0.0128 -0.0112 -0.0032 0.0081 -0.0150 -0.0054 0.0189 0.0098 0.0150 -0.0205
NBB_S98024 NBB_S98024 -0.0115 -0.0085 0.0037 -0.0038 -0.0166 -0.0092 -0.0032 0.0089 0.0340 -0.0024
