FID IID PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10
WGACON_247 WGACON_247 -0.0106 -0.0095 -0.0037 0.0055 -0.0058 0.0008 -0.0166 -0.0097 0.0079 -0.0053
WGACON_248 WGACON_248 -0.0097 -0.0058 0.0145 -0.0113 0.0551 -0.0313 -0.0866 0.0388 0.0168 -0.0261
WGACON_249 WGACON_249 -0.0134 -0.0103 0.0080 0.0062 0.0339 -0.0100 -0.0322 0.0041 0.0133 0.0238
WGACON_250 WGACON_250 -0.0080 0.0091 0.0054 0.0081 0.0288 0.0243 -0.0289 -0.0134 0.0344 0.0204
WGACON_251 WGACON_251 -0.0090 -0.0096 -0.0010 -0.0067 0.0052 -0.0241 -0.0284 -0.0032 0.0091 -0.0084
WGACON_252 WGACON_252 -0.0105 -0.0137 0.0001 -0.0030 -0.0143 -0.0082 0.0270 -0.0203 0.0090 -0.0010
WGACON_253 WGACON_253 -0.0138 -0.0056 0.0037 0.0042 -0.0120 -0.0167 -0.0063 0.0356 0.0067 0.0070
WGACON_254 WGACON_254 -0.0108 -0.0078 0.0107 -0.0165 0.0017 0.0004 0.0030 -0.0348 0.0387 -0.0159
WGACON_255 WGACON_255 -0.0118 -0.0073 -0.0006 -0.0062 0.0076 -0.0198 0.0043 -0.0124 -0.0131 0.0256
WGACON_256 WGACON_256 0.0246 -0.0128 -0.0088 0.0053 -0.0047 -0.0089 0.0189 -0.0169 -0.0746 -0.0027
WGACON_257 WGACON_257 -0.0081 -0.0105 -0.0015 -0.0040 0.0027 -0.0022 0.0041 -0.0155 -0.0019 0.0270
WGACON_258 WGACON_258 -0.0088 -0.0087 0.0012 0.0063 -0.0015 -0.0166 0.0052 -0.0045 -0.0009 0.0264
WGACON_260 WGACON_260 -0.0118 -0.0051 0.0035 0.0065 -0.0124 -0.0040 -0.0107 0.0130 0.0040 -0.0055
WGACON_261 WGACON_261 -0.0112 -0.0042 0.0022 -0.0054 -0.0090 -0.0066 -0.0104 0.0049 -0.0186 0.0266
WGACON_262 WGACON_262 -0.0053 -0.0041 0.0149 -0.0008 0.0407 -0.0172 -0.0328 -0.0169 0.0042 0.0023
WGACON_263 WGACON_263 -0.0123 -0.0074 0.0017 -0.0141 -0.0031 -0.0007 0.0007 -0.0103 -0.0071 0.0489
WGACON_264 WGACON_264 -0.0142 -0.0095 0.0046 0.0026 -0.0059 0.0042 -0.0149 -0.0202 -0.0009 0.0327
WGACON_265 WGACON_265 -0.0159 -0.0021 -0.0055 0.0041 -0.0128 -0.0280 -0.0000 -0.0001 0.0030 0.0323
WGACON_267 WGACON_267 -0.0109 -0.0055 -0.0078 0.0003 -0.0277 0.0030 0.0130 -0.0243 0.0182 0.0200
WGACON_268 WGACON_268 -0.0043 -0.0068 0.0363 0.0006 0.1269 -0.0614 -0.1467 0.0689 0.0064 -0.0674
WGACON_270 WGACON_270 -0.0089 -0.0057 -0.0057 0.0089 0.0022 -0.0069 0.0209 0.0192 -0.0365 0.0097
WGACON_272 WGACON_272 0.1107 -0.0096 -0.0511 0.0110 -0.0090 -0.0087 0.0187 0.0423 0.0791 0.0203
WGACON_273 WGACON_273 -0.0110 -0.0082 -0.0015 -0.0055 -0.0019 0.0134 -0.0128 -0.0223 0.0177 0.0427
WGACON_274 WGACON_274 -0.0082 -0.0072 0.0084 -0.0022 -0.0073 -0.0013 -0.0000 -0.0172 -0.0081 0.0202
WGACON_277 WGACON_277 0.1183 -0.0047 -0.0588 0.0006 -0.0100 0.0132 0.0099 0.0270 0.0292 -0.0301
WGACON_279 WGACON_279 0.0062 -0.0066 -0.0050 0.0012 -0.0088 -0.0035 -0.0128 -0.0483 -0.0177 0.0208
WGACON_30 WGACON_30 -0.0110 -0.0069 0.0018 -0.0029 0.0026 -0.0074 -0.0028 -0.0284 0.0045 0.0257
WGACON_35 WGACON_35 -0.0051 -0.0034 -0.0035 -0.0021 -0.0055 -0.0206 0.0185 -0.0036 0.0321 0.0136
WGACON_37 WGACON_37 -0.0048 -0.0081 -0.0016 -0.0135 -0.0003 0.0046 -0.0116 -0.0260 0.0030 0.0026
WGACON_40 WGACON_40 -0.0099 -0.0032 0.0059 0.0098 0.0570 -0.0186 -0.0925 -0.0304 0.0480 0.0185
WGACON_42 WGACON_42 -0.0080 -0.0022 0.0096 -0.0001 -0.0011 -0.0080 -0.0139 -0.0424 -0.0050 0.0365
WGACON_43 WGACON_43 -0.0138 -0.0061 0.0008 -0.0015 -0.0022 0.0143 -0.0093 0.0126 0.0118 0.0153
WGACON_46 WGACON_46 -0.0016 -0.0043 -0.0054 -0.0063 -0.0105 -0.0147 -0.0042 -0.0192 0.0057 0.0255
WGACON_47 WGACON_47 -0.0015 -0.0011 0.0128 0.0108 -0.0036 0.0074 0.0386 0.0098 -0.0764 0.0073
WGACON_48 WGACON_48 -0.0120 -0.0041 0.0025 0.0137 -0.0090 0.0223 0.0010 -0.0002 0.0116 0.0089
WGACON_50 WGACON_50 -0.0072 -0.0089 0.0010 0.0019 -0.0158 -0.0143 -0.0147 -0.0248 -0.0444 -0.0186
WGACON_51 WGACON_51 0.0566 -0.0040 0.0017 -0.0220 -0.0203 -0.0027 -0.0084 -0.1025 -0.0403 -0.0634
WGACON_52 WGACON_52 -0.0093 -0.0055 0.0032 0.0068 -0.0167 -0.0278 0.0219 0.0426 -0.0547 -0.0014
WGACON_55 WGACON_55 -0.0077 -0.0111 -0.0020 0.0080 0.0643 -0.0323 0.0429 0.0223 0.0255 -0.0158
WGACON_56 WGACON_56 0.0717 -0.0035 -0.0289 0.0109 -0.0188 0.0012 -0.0156 -0.0031 -0.0015 0.0252
WGACON_57 WGACON_57 0.0919 -0.0094 -0.0370 0.0154 -0.0038 -0.0067 0.0014 -0.0032 0.0114 0.0100
WGACON_58 WGACON_58 -0.0077 -0.0058 -0.0048 0.0015 -0.0117 0.0108 0.0026 -0.0041 0.0030 0.0225
WGACON_60 WGACON_60 -0.0042 -0.0035 -0.0043 -0.0053 -0.0102 0.0156 -0.0112 -0.0129 0.0268 0.0095
WGACON_61 WGACON_61 -0.0167 -0.0068 0.0027 -0.0055 -0.0192 -0.0015 0.0047 0.0066 0.0050 -0.0078
WGACON_62 WGACON_62 0.0487 -0.0127 -0.0221 0.0053 -0.0084 -0.0053 0.0086 0.0031 0.0257 0.0111
WGACON_63 WGACON_63 -0.0132 -0.0035 -0.0020 -0.0049 -0.0079 0.0033 0.0093 -0.0162 -0.0043 0.0277
WGACON_64 WGACON_64 -0.0093 -0.0078 -0.0132 -0.0111 -0.0104 -0.0025 -0.0040 -0.0277 0.0211 0.0220
WGACON_65 WGACON_65 -0.0103 -0.0085 -0.0053 -0.0026 -0.0031 0.0055 -0.0004 -0.0293 0.0149 -0.0033
WGACON_66 WGACON_66 0.2677 0.1010 0.6082 -0.6350 -0.1841 -0.1624 0.0287 0.0402 0.0018 0.0766
WGACON_67 WGACON_67 -0.0073 -0.0085 -0.0052 -0.0045 -0.0010 -0.0065 -0.0080 -0.0322 -0.0008 0.0075
WGACON_68 WGACON_68 -0.0090 -0.0048 -0.0032 0.0035 -0.0111 0.0022 -0.0232 -0.0276 -0.0010 0.0130
WGACON_6 WGACON_6 -0.0147 0.0009 0.0214 0.0185 -0.0074 -0.0196 0.0247 0.0679 -0.0267 0.0354
WGACON_71 WGACON_71 0.0211 -0.0089 -0.0133 -0.0112 -0.0066 0.0008 -0.0284 -0.0506 -0.0362 -0.0242
WGACON_72 WGACON_72 -0.0046 -0.0073 0.0081 -0.0071 -0.0197 -0.0010 0.0133 -0.0172 -0.0124 0.0058
WGACON_73 WGACON_73 -0.0087 -0.0062 -0.0015 -0.0008 -0.0085 -0.0113 0.0084 -0.0166 0.0225 0.0001
WGACON_74 WGACON_74 -0.0112 -0.0039 0.0078 -0.0028 -0.0254 0.0032 0.0001 -0.0162 0.0268 0.0136
WGACON_75 WGACON_75 -0.0119 -0.0053 0.0103 -0.0012 -0.0089 0.0097 0.0015 -0.0204 0.0367 0.0228
WGACON_76 WGACON_76 -0.0062 -0.0087 0.0110 -0.0124 -0.0194 -0.0157 0.0132 -0.0300 0.0168 0.0266
WGACON_77 WGACON_77 -0.0085 -0.0015 -0.0052 -0.0038 -0.0168 0.0024 0.0024 -0.0333 -0.0026 0.0516
WGACON_78 WGACON_78 -0.0035 -0.0057 -0.0058 0.0062 -0.0154 -0.0118 0.0025 -0.0125 -0.0078 0.0362
WGACON_79 WGACON_79 -0.0103 -0.0069 -0.0015 0.0035 -0.0065 -0.0189 0.0025 -0.0166 0.0371 0.0240
WGACON_80 WGACON_80 -0.0098 -0.0075 -0.0036 0.0039 0.0015 -0.0130 -0.0200 -0.0259 0.0205 0.0242
WGACON_82 WGACON_82 0.0917 -0.0071 -0.0248 0.0070 -0.0056 0.0185 0.0140 0.0370 0.0128 0.0351
WGACON_83 WGACON_83 -0.0077 -0.0086 0.0013 0.0052 -0.0014 -0.0083 0.0173 -0.0100 0.0138 0.0114
WGACON_84 WGACON_84 -0.0051 -0.0031 -0.0028 -0.0075 -0.0138 0.0132 0.0243 0.0152 -0.0087 0.0321
WGACON_85 WGACON_85 -0.0086 -0.0090 0.0026 -0.0022 -0.0130 0.0311 -0.0007 0.0010 0.0197 0.0061
WGACON_86 WGACON_86 -0.0053 -0.0117 0.0021 -0.0209 -0.0087 -0.0060 0.0007 -0.0022 -0.0044 0.0031
WGACON_87 WGACON_87 0.1082 -0.0123 -0.0298 0.0112 -0.0216 -0.0095 0.0110 0.0471 0.0131 -0.0083
WGACON_88 WGACON_88 0.1069 -0.0020 -0.0422 0.0172 -0.0056 0.0018 -0.0118 0.0536 0.0159 0.0682
WGACON_89 WGACON_89 -0.0180 -0.0041 -0.0087 -0.0023 -0.0217 -0.0059 -0.0043 0.0166 -0.0423 -0.0094
WGACON_8 WGACON_8 0.0007 -0.0080 0.0072 -0.0066 0.0504 -0.0291 -0.0817 -0.0004 -0.0101 -0.0125
WGACON_90 WGACON_90 0.0970 -0.0061 -0.0259 0.0218 -0.0062 0.0040 0.0126 0.0154 0.0129 -0.0151
WGACON_91 WGACON_91 -0.0092 -0.0102 0.0014 -0.0063 0.0038 0.0131 -0.0101 -0.0474 0.0053 0.0259
WGACON_94 WGACON_94 -0.0165 -0.0062 -0.0044 -0.0047 -0.0043 -0.0068 0.0132 -0.0003 0.0204 0.0211
WGACON_95 WGACON_95 -0.0146 -0.0059 -0.0038 -0.0019 0.0082 0.0051 -0.0042 -0.0454 0.0463 0.0696
WGACON_96 WGACON_96 -0.0019 -0.0071 -0.0026 0.0041 -0.0132 -0.0063 -0.0019 0.0041 -0.0521 0.0018
WGACON_97 WGACON_97 0.0206 -0.0067 -0.0156 0.0048 -0.0053 0.0148 0.0096 -0.0239 0.0209 0.0344
WGACON_99 WGACON_99 -0.0061 -0.0117 0.0056 0.0055 0.0001 -0.0003 -0.0126 -0.0051 -0.0039 0.0050
